tmt1,tmt2,var,mean1,mean2,pop.sd,std.eff.sz,p,ks,ks.pval,stop.method
0,3,Genre_13,0.0055,0.0257,0.1791,0.1129,0,0.0202,0.9273,unw
0,3,Genre_14,0.0194,0.0289,0.1656,0.0577,0.0822,0.0096,1,unw
0,3,Genre_15,0.0415,0.07,0.2541,0.1123,5e-04,0.0285,0.5937,unw
0,3,Genre_16,9e-04,0.0086,0.077,0.0994,4e-04,0.0077,1,unw
0,3,Genre_17,0.0147,0.0515,0.2256,0.1629,0,0.0367,0.2792,unw
0,3,Genre_18,0,5e-04,0.0253,0.0179,0.3173,5e-04,1,unw
0,3,Genre_19,0.0415,0.0027,0.0985,0.3934,0,0.0388,0.2239,unw
0,3,Genre_20,0.0553,0.0086,0.1562,0.2991,0,0.0467,0.0833,unw
0,3,Genre_21,0.0664,0.0524,0.2277,0.0613,0.1175,0.014,0.9989,unw
0,3,Genre_22,0.0295,0.0063,0.1334,0.1737,0,0.0232,0.8292,unw
0,3,Genre_23,0.0424,0.0145,0.1844,0.1515,0,0.0279,0.6204,unw
0,3,Genre_24,0.0092,0.0027,0.0641,0.1016,0.0362,0.0065,1,unw
0,3,Genre_25,0.0203,0.0045,0.1224,0.1288,5e-04,0.0158,0.9936,unw
0,3,Genre_26,9e-04,0,0.0146,0.0631,0.3172,9e-04,1,unw
0,3,Genre_27,9e-04,0.0014,0.0421,0.0103,0.7199,4e-04,1,unw
0,3,Genre_28,0.0479,0.0063,0.1229,0.3384,0,0.0416,0.1607,unw
0,3,Genre_29,0.1502,0.0682,0.2887,0.2842,0,0.082,1e-04,unw
0,3,Genre_30,0.0055,0,0.0469,0.1179,0.0141,0.0055,1,unw
0,3,Genre_31,0.0055,0.0014,0.0476,0.0876,0.0799,0.0042,1,unw
0,3,Genre_32,0.0037,9e-04,0.0571,0.0488,0.1531,0.0028,1,unw
0,3,Genre_33,0.0074,0.0018,0.0607,0.0917,0.043,0.0056,1,unw
0,3,Genre_34,0.071,0.0018,0.1509,0.4584,0,0.0692,0.0019,unw
0,3,Genre_35,0.0083,0.0014,0.0589,0.1178,0.0154,0.0069,1,unw
0,3,Genre_36,0.1521,0.0014,0.1826,0.8254,0,0.1507,0,unw
0,3,Genre_37,0.1318,0.0542,0.3073,0.2525,0,0.0776,3e-04,unw
0,3,Genre_38,0.0092,0.0113,0.1292,0.0161,0.5717,0.0021,1,unw
0,3,Genre_39,0.0323,0.0199,0.1606,0.0771,0.0434,0.0124,0.9999,unw
0,3,Genre_40,0.0415,0.0416,0.2332,3e-04,0.9915,1e-04,1,unw
0,3,Genre_41,0.0065,0.0072,0.0904,0.0086,0.7978,8e-04,1,unw
0,3,Genre_42,0.0101,0.0023,0.1024,0.077,0.014,0.0079,1,unw
0,3,Genre_43,0.0267,0.0063,0.1207,0.1691,1e-04,0.0204,0.9222,unw
0,3,Genre_44,0.0793,0.033,0.2504,0.1849,0,0.0463,0.0883,unw
0,3,Genre_45,0.1032,0.1649,0.3338,0.1846,0,0.0616,0.0079,unw
0,3,Genre_46,0.0369,0.0614,0.2232,0.11,0.0014,0.0246,0.772,unw
0,3,Genre_47,0.0756,0.1075,0.284,0.1124,0.0021,0.0319,0.4482,unw
0,3,Genre_48,0.0691,0.1039,0.2737,0.127,6e-04,0.0348,0.3425,unw
0,3,Genre_49,0.059,0.1987,0.3082,0.4535,0,0.1397,0,unw
0,3,Genre_50,0.0276,0.0271,0.164,0.0034,0.9277,5e-04,1,unw
0,3,Genre_51,0.012,0.0095,0.1127,0.0222,0.5214,0.0025,1,unw
0,3,Genre_52,0.0848,0.0881,0.2813,0.0117,0.7519,0.0033,1,unw
0,3,Genre_53,0.0267,0.0298,0.1684,0.0183,0.6126,0.0031,1,unw
0,3,Genre_54,0.0267,0.0113,0.1472,0.1048,0.0042,0.0154,0.9951,unw
0,3,Genre_55,0.0369,0.0068,0.1631,0.1845,0,0.0301,0.5248,unw
0,3,Genre_56,0.0046,0.0014,0.063,0.0517,0.1393,0.0033,1,unw
0,3,Genre_57,0.0028,5e-04,0.0484,0.0478,0.1628,0.0023,1,unw
0,3,Genre_58,0.0092,0.0117,0.1027,0.0246,0.4943,0.0025,1,unw
0,3,Genre_59,0.0175,0.009,0.1111,0.0763,0.0575,0.0085,1,unw
0,3,Genre_60,0.0055,0.0041,0.0752,0.0195,0.5771,0.0015,1,unw
0,3,Genre_61,9e-04,0.0014,0.0377,0.0115,0.7199,4e-04,1,unw
0,3,Genre_62,9e-04,0,0.0315,0.0292,0.3172,9e-04,1,unw
0,3,Genre_63,0,0,0.0084,0,NA,0,1,unw
0,3,Genre_64,0.0046,5e-04,0.0253,0.1644,0.0484,0.0042,1,unw
0,3,Genre_65,0.0074,0.0099,0.0992,0.0258,0.4436,0.0026,1,unw
0,3,Genre_66,0.0037,0.0036,0.0429,0.0017,0.9739,1e-04,1,unw
0,3,Genre_67,0.0028,0.0063,0.0881,0.0404,0.1251,0.0036,1,unw
0,3,Genre_68,0.0074,0.0235,0.1477,0.1091,1e-04,0.0161,0.9915,unw
0,3,Genre_69,9e-04,0,0.0119,0.0773,0.3172,9e-04,1,unw
1,2,pre_citCount,1.6255,1.8563,0.5503,0.4196,0,0.1765,0,unw
1,2,firstyear:1980,0.0021,0.002,0.0469,9e-04,0,0,0,unw
1,2,firstyear:1981,0.0029,0.0027,0.0512,0.0032,NA,2e-04,NA,unw
1,2,firstyear:1982,0.0044,0.0011,0.0589,0.0563,NA,0.0033,NA,unw
1,2,firstyear:1983,0.0043,0.0011,0.0546,0.0579,NA,0.0032,NA,unw
1,2,firstyear:1984,0.0103,0.0038,0.0865,0.0751,NA,0.0065,NA,unw
1,2,firstyear:1985,0.0364,0.0186,0.1644,0.1086,NA,0.0178,NA,unw
1,2,firstyear:1986,0.0347,0.0204,0.1629,0.0878,NA,0.0143,NA,unw
1,2,firstyear:1987,0.0417,0.0202,0.1735,0.124,NA,0.0215,NA,unw
1,2,firstyear:1988,0.0372,0.026,0.1738,0.0646,NA,0.0112,NA,unw
1,2,firstyear:1989,0.045,0.0314,0.1916,0.0711,NA,0.0136,NA,unw
1,2,firstyear:1990,0.0493,0.0271,0.1918,0.1156,NA,0.0222,NA,unw
1,2,firstyear:1991,0.0474,0.0345,0.1956,0.0658,NA,0.0129,NA,unw
1,2,firstyear:1992,0.0597,0.0475,0.2216,0.0552,NA,0.0122,NA,unw
1,2,firstyear:1993,0.0586,0.058,0.2299,0.0025,NA,6e-04,NA,unw
1,2,firstyear:1994,0.0574,0.05,0.2246,0.0329,NA,0.0074,NA,unw
1,2,firstyear:1995,0.052,0.0576,0.2255,0.0249,NA,0.0056,NA,unw
1,2,firstyear:1996,0.0458,0.0551,0.2144,0.0435,NA,0.0093,NA,unw
1,2,firstyear:1997,0.0494,0.0596,0.2263,0.045,NA,0.0102,NA,unw
1,2,firstyear:1998,0.0447,0.0511,0.2159,0.0297,NA,0.0064,NA,unw
1,2,firstyear:1999,0.0488,0.0527,0.2208,0.0175,NA,0.0039,NA,unw
1,2,firstyear:2000,0.0445,0.0509,0.2161,0.0294,NA,0.0063,NA,unw
1,2,firstyear:2001,0.0442,0.0536,0.214,0.0437,NA,0.0094,NA,unw
1,2,firstyear:2002,0.0361,0.0426,0.198,0.0326,NA,0.0065,NA,unw
1,2,firstyear:2003,0.0326,0.043,0.1923,0.054,NA,0.0104,NA,unw
1,2,firstyear:2004,0.0295,0.0401,0.1848,0.0576,NA,0.0106,NA,unw
1,2,firstyear:2005,0.0247,0.0359,0.1737,0.0641,NA,0.0111,NA,unw
1,2,firstyear:2006,0.0176,0.03,0.159,0.0783,NA,0.0124,NA,unw
1,2,firstyear:2007,0.0174,0.0289,0.1486,0.0773,NA,0.0115,NA,unw
1,2,firstyear:2008,0.0092,0.0233,0.1305,0.1082,NA,0.0141,NA,unw
1,2,firstyear:2009,0.007,0.0173,0.108,0.0953,NA,0.0103,NA,unw
1,2,firstyear:2010,0.0033,0.0083,0.0742,0.0669,NA,0.005,NA,unw
1,2,firstyear:2011,0.0013,0.0047,0.0546,0.063,NA,0.0034,NA,unw
1,2,firstyear:2012,5e-04,9e-04,0.0253,0.0167,NA,4e-04,NA,unw
1,2,Genre_0,3e-04,7e-04,0.0206,0.0172,0.4277,4e-04,1,unw
1,2,Genre_1,0.0279,0.0202,0.1557,0.0496,0.009,0.0077,0.9977,unw
1,2,Genre_2,0.0605,0.1134,0.2743,0.1928,0,0.0529,0,unw
1,2,Genre_3,0.0081,0.0737,0.175,0.3752,0,0.0657,0,unw
1,2,Genre_4,0.116,0.0762,0.3022,0.1317,0,0.0398,5e-04,unw
1,2,Genre_5,0.004,0.0011,0.0526,0.054,0.0024,0.0028,1,unw
1,2,Genre_6,0.013,0.004,0.096,0.0933,0,0.009,0.9847,unw
1,2,Genre_7,0.0303,0.1033,0.2337,0.3126,0,0.0731,0,unw
1,2,Genre_8,0.0255,0.1089,0.2316,0.3602,0,0.0834,0,unw
1,2,Genre_9,0.0203,0.0607,0.1833,0.2207,0,0.0405,4e-04,unw
1,2,Genre_10,0.0162,0.0536,0.1715,0.218,0,0.0374,0.0013,unw
1,2,Genre_11,0.0261,0.1143,0.2345,0.3759,0,0.0882,0,unw
1,2,Genre_12,0,0,NA,NA,NA,0,1,unw
1,2,Genre_13,0.0114,0.0744,0.1791,0.3517,0,0.063,0,unw
1,2,Genre_14,0.0176,0.045,0.1656,0.1658,0,0.0275,0.0388,unw
1,2,Genre_15,0.0396,0.1179,0.2541,0.3081,0,0.0783,0,unw
1,2,Genre_16,0.004,0.0087,0.077,0.062,0.0029,0.0048,1,unw
1,2,Genre_17,0.0182,0.1147,0.2256,0.4278,0,0.0965,0,unw
1,2,Genre_18,0.001,4e-04,0.0253,0.0199,0.3158,5e-04,1,unw
1,2,Genre_19,0.0073,0.0092,0.0985,0.0193,0.2873,0.0019,1,unw
1,2,Genre_20,0.0338,0.0134,0.1562,0.13,0,0.0203,0.2314,unw
1,2,Genre_21,0.046,0.0659,0.2277,0.0876,0,0.0199,0.2498,unw
1,2,Genre_22,0.0269,0.0087,0.1334,0.1364,0,0.0182,0.3522,unw
1,2,Genre_23,0.0377,0.0403,0.1844,0.0143,0.4889,0.0026,1,unw
1,2,Genre_24,0.0054,0.0018,0.0641,0.0561,0.0013,0.0036,1,unw
1,2,Genre_25,0.0252,0.0052,0.1224,0.1637,0,0.02,0.2446,unw
1,2,Genre_26,2e-04,2e-04,0.0146,0.0045,0.8109,1e-04,1,unw
1,2,Genre_27,0.0022,0.0016,0.0421,0.0154,0.4382,6e-04,1,unw
1,2,Genre_28,0.0141,0.0137,0.1229,0.0035,0.8503,4e-04,1,unw
1,2,Genre_29,0.0751,0.1127,0.2887,0.1303,0,0.0376,0.0012,unw
1,2,Genre_30,0.0038,2e-04,0.0469,0.0763,0,0.0036,1,unw
1,2,Genre_31,0.003,9e-04,0.0476,0.0444,0.0102,0.0021,1,unw
1,2,Genre_32,0.0049,0.002,0.0571,0.0507,0.0089,0.0029,1,unw
1,2,Genre_33,0.006,4e-04,0.0607,0.0918,0,0.0056,1,unw
1,2,Genre_34,0.033,0.0087,0.1509,0.1605,0,0.0242,0.0932,unw
1,2,Genre_35,0.0041,0.0025,0.0589,0.0281,0.1312,0.0017,1,unw
1,2,Genre_36,0.0299,0.0289,0.1826,0.0057,0.7534,0.001,1,unw
1,2,Genre_37,0.171,0.0323,0.3073,0.4513,0,0.1387,0,unw
1,2,Genre_38,0.0296,0.0038,0.1292,0.1998,0,0.0258,0.0613,unw
1,2,Genre_39,0.0426,0.0056,0.1606,0.2305,0,0.037,0.0015,unw
1,2,Genre_40,0.0892,0.0251,0.2332,0.2749,0,0.0641,0,unw
1,2,Genre_41,0.0125,0.0031,0.0904,0.1037,0,0.0094,0.9755,unw
1,2,Genre_42,0.0193,0.0025,0.1024,0.1648,0,0.0169,0.4468,unw
1,2,Genre_43,0.0215,0.0065,0.1207,0.1247,0,0.0151,0.5945,unw
1,2,Genre_44,0.1111,0.0193,0.2504,0.3666,0,0.0918,0,unw
1,2,Genre_45,0.1518,0.0814,0.3338,0.211,0,0.0704,0,unw
1,2,Genre_46,0.0648,0.0347,0.2232,0.1347,0,0.0301,0.0177,unw
1,2,Genre_47,0.1005,0.0652,0.284,0.1241,0,0.0352,0.003,unw
1,2,Genre_48,0.0778,0.0789,0.2737,0.004,0.8361,0.0011,1,unw
1,2,Genre_49,0.0921,0.0919,0.3082,6e-04,0.9754,2e-04,1,unw
1,2,Genre_50,0.033,0.0204,0.164,0.0766,0,0.0126,0.8038,unw
1,2,Genre_51,0.0195,0.0054,0.1127,0.1252,0,0.0141,0.6753,unw
1,2,Genre_52,0.1155,0.0455,0.2813,0.2489,0,0.07,0,unw
1,2,Genre_53,0.0364,0.0193,0.1684,0.102,0,0.0172,0.424,unw
1,2,Genre_54,0.0377,0.0045,0.1472,0.2257,0,0.0332,0.0062,unw
1,2,Genre_55,0.0445,0.011,0.1631,0.2056,0,0.0335,0.0056,unw
1,2,Genre_56,0.0068,0.0011,0.063,0.0904,0,0.0057,1,unw
1,2,Genre_57,0.0043,4e-04,0.0484,0.0792,0,0.0038,1,unw
1,2,Genre_58,0.0114,0.0094,0.1027,0.0194,0.3108,0.002,1,unw
1,2,Genre_59,0.0163,0.0076,0.1111,0.0783,0,0.0087,0.989,unw
1,2,Genre_60,0.0022,0.0114,0.0752,0.1225,0,0.0092,0.9796,unw
1,2,Genre_61,0.0024,2e-04,0.0377,0.0571,0.001,0.0022,1,unw
1,2,Genre_62,0.0019,2e-04,0.0315,0.0532,0.0046,0.0017,1,unw
1,2,Genre_63,2e-04,0,0.0084,0.0188,0.3173,2e-04,1,unw
1,2,Genre_64,3e-04,2e-04,0.0253,0.0037,0.7697,1e-04,1,unw
1,2,Genre_65,0.0055,0.0168,0.0992,0.1135,0,0.0113,0.8946,unw
1,2,Genre_66,0.0019,4e-04,0.0429,0.0338,0.0218,0.0015,1,unw
1,2,Genre_67,0.0054,0.0132,0.0881,0.089,1e-04,0.0078,0.9971,unw
1,2,Genre_68,0.0076,0.0462,0.1477,0.2611,0,0.0386,8e-04,unw
1,2,Genre_69,2e-04,0,0.0119,0.0133,0.3173,2e-04,1,unw
1,3,pre_citCount,1.6255,1.903,0.5503,0.5043,0,0.2147,0,unw
1,3,firstyear:1980,0.0021,5e-04,0.0469,0.0343,0,0.0016,0,unw
1,3,firstyear:1981,0.0029,9e-04,0.0512,0.0381,NA,0.0019,NA,unw
1,3,firstyear:1982,0.0044,0.0014,0.0589,0.0523,NA,0.0031,NA,unw
1,3,firstyear:1983,0.0043,0.0018,0.0546,0.0453,NA,0.0025,NA,unw
1,3,firstyear:1984,0.0103,0.0027,0.0865,0.0878,NA,0.0076,NA,unw
1,3,firstyear:1985,0.0364,0.0108,0.1644,0.1558,NA,0.0256,NA,unw
1,3,firstyear:1986,0.0347,0.0154,0.1629,0.1187,NA,0.0193,NA,unw
1,3,firstyear:1987,0.0417,0.0212,0.1735,0.1179,NA,0.0204,NA,unw
1,3,firstyear:1988,0.0372,0.0176,0.1738,0.1129,NA,0.0196,NA,unw
1,3,firstyear:1989,0.045,0.0244,0.1916,0.1076,NA,0.0206,NA,unw
1,3,firstyear:1990,0.0493,0.0239,0.1918,0.1321,NA,0.0253,NA,unw
1,3,firstyear:1991,0.0474,0.0239,0.1956,0.1198,NA,0.0234,NA,unw
1,3,firstyear:1992,0.0597,0.0357,0.2216,0.1085,NA,0.0241,NA,unw
1,3,firstyear:1993,0.0586,0.0461,0.2299,0.0546,NA,0.0126,NA,unw
1,3,firstyear:1994,0.0574,0.0425,0.2246,0.0663,NA,0.0149,NA,unw
1,3,firstyear:1995,0.052,0.0461,0.2255,0.0262,NA,0.0059,NA,unw
1,3,firstyear:1996,0.0458,0.0416,0.2144,0.0198,NA,0.0042,NA,unw
1,3,firstyear:1997,0.0494,0.0628,0.2263,0.059,NA,0.0133,NA,unw
1,3,firstyear:1998,0.0447,0.0574,0.2159,0.0587,NA,0.0127,NA,unw
1,3,firstyear:1999,0.0488,0.0614,0.2208,0.0572,NA,0.0126,NA,unw
1,3,firstyear:2000,0.0445,0.0659,0.2161,0.0991,NA,0.0214,NA,unw
1,3,firstyear:2001,0.0442,0.0565,0.214,0.0572,NA,0.0123,NA,unw
1,3,firstyear:2002,0.0361,0.0547,0.198,0.0936,NA,0.0185,NA,unw
1,3,firstyear:2003,0.0326,0.0488,0.1923,0.0839,NA,0.0161,NA,unw
1,3,firstyear:2004,0.0295,0.0519,0.1848,0.1216,NA,0.0225,NA,unw
1,3,firstyear:2005,0.0247,0.0452,0.1737,0.1178,NA,0.0204,NA,unw
1,3,firstyear:2006,0.0176,0.0452,0.159,0.1735,NA,0.0276,NA,unw
1,3,firstyear:2007,0.0174,0.0316,0.1486,0.0955,NA,0.0142,NA,unw
1,3,firstyear:2008,0.0092,0.0303,0.1305,0.1614,NA,0.0211,NA,unw
1,3,firstyear:2009,0.007,0.0167,0.108,0.0902,NA,0.0097,NA,unw
1,3,firstyear:2010,0.0033,0.009,0.0742,0.0769,NA,0.0057,NA,unw
1,3,firstyear:2011,0.0013,0.0054,0.0546,0.0761,NA,0.0042,NA,unw
1,3,firstyear:2012,5e-04,9e-04,0.0253,0.0169,NA,4e-04,NA,unw
1,3,Genre_0,3e-04,0,0.0206,0.0154,0.1573,3e-04,1,unw
1,3,Genre_1,0.0279,0.0163,0.1557,0.0747,6e-04,0.0116,0.9797,unw
1,3,Genre_2,0.0605,0.0958,0.2743,0.1284,0,0.0352,0.0342,unw
1,3,Genre_3,0.0081,0.023,0.175,0.0855,0,0.015,0.857,unw
1,3,Genre_4,0.116,0.0985,0.3022,0.058,0.0196,0.0175,0.6955,unw
1,3,Genre_5,0.004,0.0023,0.0526,0.0324,0.184,0.0017,1,unw
1,3,Genre_6,0.013,0.005,0.096,0.0836,1e-04,0.008,0.9999,unw
1,3,Genre_7,0.0303,0.0551,0.2337,0.1063,0,0.0248,0.264,unw
1,3,Genre_8,0.0255,0.0506,0.2316,0.1083,0,0.0251,0.2541,unw
1,3,Genre_9,0.0203,0.0257,0.1833,0.0298,0.1511,0.0055,1,unw
1,3,Genre_10,0.0162,0.0271,0.1715,0.0638,0.004,0.0109,0.9895,unw
1,3,Genre_11,0.0261,0.0565,0.2345,0.1293,0,0.0303,0.0983,unw
1,3,Genre_12,0,0,NA,NA,NA,0,1,unw
1,3,Genre_13,0.0114,0.0257,0.1791,0.08,1e-04,0.0143,0.8891,unw
1,3,Genre_14,0.0176,0.0289,0.1656,0.0684,0.004,0.0113,0.9846,unw
1,3,Genre_15,0.0396,0.07,0.2541,0.1196,0,0.0304,0.0968,unw
1,3,Genre_16,0.004,0.0086,0.077,0.06,0.0289,0.0046,1,unw
1,3,Genre_17,0.0182,0.0515,0.2256,0.1475,0,0.0333,0.0531,unw
1,3,Genre_18,0.001,5e-04,0.0253,0.0197,0.4019,5e-04,1,unw
1,3,Genre_19,0.0073,0.0027,0.0985,0.0465,0.0029,0.0046,1,unw
1,3,Genre_20,0.0338,0.0086,0.1562,0.1612,0,0.0252,0.2502,unw
1,3,Genre_21,0.046,0.0524,0.2277,0.0283,0.2346,0.0064,1,unw
1,3,Genre_22,0.0269,0.0063,0.1334,0.1545,0,0.0206,0.4891,unw
1,3,Genre_23,0.0377,0.0145,0.1844,0.1261,0,0.0233,0.3379,unw
1,3,Genre_24,0.0054,0.0027,0.0641,0.0418,0.0628,0.0027,1,unw
1,3,Genre_25,0.0252,0.0045,0.1224,0.169,0,0.0207,0.4851,unw
1,3,Genre_26,2e-04,0,0.0146,0.0109,0.3173,2e-04,1,unw
1,3,Genre_27,0.0022,0.0014,0.0421,0.0205,0.3788,9e-04,1,unw
1,3,Genre_28,0.0141,0.0063,0.1229,0.0633,5e-04,0.0078,1,unw
1,3,Genre_29,0.0751,0.0682,0.2887,0.0239,0.2733,0.0069,1,unw
1,3,Genre_30,0.0038,0,0.0469,0.0811,0,0.0038,1,unw
1,3,Genre_31,0.003,0.0014,0.0476,0.0348,0.1123,0.0017,1,unw
1,3,Genre_32,0.0049,9e-04,0.0571,0.0702,2e-04,0.004,1,unw
1,3,Genre_33,0.006,0.0018,0.0607,0.0695,0.0015,0.0042,1,unw
1,3,Genre_34,0.033,0.0018,0.1509,0.2065,0,0.0312,0.0831,unw
1,3,Genre_35,0.0041,0.0014,0.0589,0.0469,0.0138,0.0028,1,unw
1,3,Genre_36,0.0299,0.0014,0.1826,0.1566,0,0.0286,0.1371,unw
1,3,Genre_37,0.171,0.0542,0.3073,0.3799,0,0.1168,0,unw
1,3,Genre_38,0.0296,0.0113,0.1292,0.1419,0,0.0183,0.6399,unw
1,3,Genre_39,0.0426,0.0199,0.1606,0.1416,0,0.0228,0.3643,unw
1,3,Genre_40,0.0892,0.0416,0.2332,0.2044,0,0.0477,0.0012,unw
1,3,Genre_41,0.0125,0.0072,0.0904,0.0585,0.0203,0.0053,1,unw
1,3,Genre_42,0.0193,0.0023,0.1024,0.1668,0,0.0171,0.7258,unw
1,3,Genre_43,0.0215,0.0063,0.1207,0.1262,0,0.0152,0.8418,unw
1,3,Genre_44,0.1111,0.033,0.2504,0.3119,0,0.0781,0,unw
1,3,Genre_45,0.1518,0.1649,0.3338,0.0391,0.1507,0.0131,0.9425,unw
1,3,Genre_46,0.0648,0.0614,0.2232,0.0151,0.5713,0.0034,1,unw
1,3,Genre_47,0.1005,0.1075,0.284,0.0248,0.354,0.007,1,unw
1,3,Genre_48,0.0778,0.1039,0.2737,0.0953,4e-04,0.0261,0.2147,unw
1,3,Genre_49,0.0921,0.1987,0.3082,0.3462,0,0.1067,0,unw
1,3,Genre_50,0.033,0.0271,0.164,0.0357,0.1549,0.0059,1,unw
1,3,Genre_51,0.0195,0.0095,0.1127,0.0888,2e-04,0.01,0.9966,unw
1,3,Genre_52,0.1155,0.0881,0.2813,0.0975,2e-04,0.0274,0.1695,unw
1,3,Genre_53,0.0364,0.0298,0.1684,0.0394,0.1243,0.0066,1,unw
1,3,Genre_54,0.0377,0.0113,0.1472,0.1794,0,0.0264,0.2027,unw
1,3,Genre_55,0.0445,0.0068,0.1631,0.2314,0,0.0378,0.0187,unw
1,3,Genre_56,0.0068,0.0014,0.063,0.0867,0,0.0055,1,unw
1,3,Genre_57,0.0043,5e-04,0.0484,0.0791,0,0.0038,1,unw
1,3,Genre_58,0.0114,0.0117,0.1027,0.0033,0.8995,3e-04,1,unw
1,3,Genre_59,0.0163,0.009,0.1111,0.0656,0.0045,0.0073,1,unw
1,3,Genre_60,0.0022,0.0041,0.0752,0.0246,0.211,0.0018,1,unw
1,3,Genre_61,0.0024,0.0014,0.0377,0.0271,0.3038,0.001,1,unw
1,3,Genre_62,0.0019,0,0.0315,0.0603,5e-04,0.0019,1,unw
1,3,Genre_63,2e-04,0,0.0084,0.0188,0.3173,2e-04,1,unw
1,3,Genre_64,3e-04,5e-04,0.0253,0.0053,0.7892,1e-04,1,unw
